lat,lon
18.461414082243714,-69.90845203399658
18.46526083148691,-69.90604877471924
18.465484713707998,-69.90939617156982
18.463205171984207,-69.91257190704344
18.46074241877182,-69.9120569229126
18.460091106228223,-69.90931034088135
18.46263528182172,-69.90946054458618
18.46501659600345,-69.90931034088135
18.462859167468395,-69.90630626678467
18.463551175802365,-69.90458965301514
18.464955537078268,-69.90613460540771
18.4621468030333,-69.9083662033081
18.46554577244488,-69.90718603134155
18.463836119599364,-69.90933179855347
18.462553868786873,-69.90999698638916
18.461800796383606,-69.90761518478394
18.465179419697705,-69.90486860275269
18.466258122769585,-69.9114990234375
18.462187509652114,-69.90909576416016
18.46283881423987,-69.91630554199219
18.47570157324906,-69.89845275878906
18.47570157324906,-69.90446090698242
18.47602720019873,-69.9199104309082
18.465932477273835,-69.92574691772461
18.474724688690085,-69.92025375366211
18.477329701813787,-69.88592147827148
18.47000300154478,-69.90789413452148
18.47130554891257,-69.88248825073242
18.455348662259905,-69.9308967590332
18.449812252927533,-69.92780685424805
18.44329860167671,-69.9305534362793
18.442972912630758,-69.93879318237305
18.462187509652114,-69.94085311889647
18.47130554891257,-69.93261337280273
18.460396409290784,-69.9331283569336
18.477818137368633,-69.92368698120117
18.482376802113297,-69.93192672729492
18.495889274478852,-69.91905212402344
18.49474970952444,-69.91046905517578
18.48937737263002,-69.92849349975586
18.488237764359063,-69.91682052612305
18.491493767881337,-69.8895263671875
18.502726504974756,-69.89433288574219
18.49133096917478,-69.89742279052734
18.49540089042675,-69.88265991210936
18.50126140713585,-69.8902130126953
18.49393572991535,-69.91493225097656
18.491982163072823,-69.93141174316406
18.466095300098974,-69.9393081665039
18.457139815293164,-69.93759155273438
18.445089880393013,-69.93141174316406
18.466746589854342,-69.93690490722655
18.47993467536084,-69.94377136230469
18.491493767881337,-69.94514465332031
18.498493965903798,-69.94840621948241
18.4670722338049,-69.95338439941406
18.449486576231525,-69.94789123535156
18.441018765390005,-69.93965148925781
18.449486576231525,-69.9334716796875
18.4670722338049,-69.94102478027344
18.449812252927533,-69.95063781738281
18.44329860167671,-69.94514465332031
18.466095300098974,-69.94102478027344
18.461047720675808,-69.95750427246094
18.48058591256319,-69.95784759521484
18.49947071497504,-69.9525260925293
18.51428405939795,-69.95716094970703
18.5186789808691,-69.92918014526367
18.533653420823587,-69.90119934082031
18.538210598712347,-69.91098403930664
18.527468485037968,-69.90686416625977
18.531049264611212,-69.91785049438477
18.535769268528856,-69.88626480102538
18.515911821255408,-69.88901138305664
18.536257537355947,-69.85811233520508
18.531374786307598,-69.8539924621582
18.524864234604724,-69.86360549926758
18.54439514571695,-69.8649787902832
18.5282823051634,-69.84506607055664
18.549765754866375,-69.83081817626953
18.5372340708246,-69.83236312866211
18.528119541448238,-69.82721328735352
18.52225994450759,-69.83991622924805
18.52763124937298,-69.81571197509766
18.55481071867847,-69.83373641967773
18.529421646830606,-69.82481002807617
18.53381617926941,-69.80060577392578
18.547650080515652,-69.7957992553711
18.530398219358684,-69.7903060913086
18.514446836280598,-69.78412628173828
18.536257537355947,-69.78412628173828
18.560181000186017,-69.76644515991211
18.55334606712375,-69.75906372070312
18.568317468316067,-69.78858947753905
18.570758333078206,-69.81021881103516
18.560669199216157,-69.8397445678711
18.577267134974353,-69.83596801757812
18.570758333078206,-69.82292175292969
18.57271099973507,-69.86841201782227
18.560994664460278,-69.86824035644531
18.5552989330707,-69.88351821899414
18.572385556845006,-69.89313125610352
18.555461670891138,-69.90617752075195
18.562621981369013,-69.91029739379883
18.54699909851882,-69.92952346801758
18.53267686689369,-69.92660522460938
18.536257537355947,-69.90909576416016
18.550253983686176,-69.91218566894531
18.525189768078093,-69.93244171142578
18.50386601684857,-69.94771957397461
18.48726095123733,-69.95132446289062
18.47146836663807,-69.94514465332031
18.455022996064304,-69.93707656860352
18.44329860167671,-69.94050979614256
18.45974509543415,-69.9554443359375
18.460884893061262,-69.93175506591797
18.44362429010525,-69.92969512939453
18.438250352088993,-69.9612808227539
18.460070752671413,-69.96299743652344
18.460559237368745,-69.97140884399414
18.46756069857182,-69.97218132019043
18.455999992797857,-69.9653148651123
18.49133096917478,-69.97904777526855
18.49312174643837,-69.96969223022461
18.498005589279067,-69.97681617736816
18.482865223288844,-69.98376846313477
18.491656566433193,-69.96763229370117
18.497842796761336,-69.98050689697266
18.49076117248358,-69.98531341552734
18.495075300285045,-69.9715805053711
18.50988902503296,-69.97879028320312
18.502645110979255,-69.98539924621582
18.50508691401113,-69.9667739868164
18.510214587005095,-69.97364044189453
18.521690250762077,-69.96110916137695
18.522666867449626,-69.9748420715332
18.523887630466145,-69.94926452636719
18.516074596589366,-69.93587493896484
18.521283325496277,-69.91630554199219
18.538861614203523,-69.93003845214844
18.525189768078093,-69.93518829345703
18.530072695802552,-69.89158630371094
18.549928497961417,-69.89124298095703
18.534629969173483,-69.88849639892578
18.539838132789164,-69.9111557006836
18.561645593086194,-69.89879608154297
18.561320129083644,-69.92179870605469
18.51574904576657,-69.92626190185547
18.522911020750094,-69.89055633544922
18.54309315442833,-69.87545013427734
18.564900198966125,-69.88643646240234
18.56652747862311,-69.90531921386719
18.554159763983392,-69.9557876586914
18.525515300931712,-69.9441146850586
18.536583049132247,-69.86446380615234
18.561645593086194,-69.86480712890625
18.547324589827422,-69.84661102294922
18.518027888516414,-69.84386444091797
18.533002385490306,-69.97810363769531
18.446718299381374,-69.95201110839844
18.465281184428164,-69.94239807128906
18.466258122769585,-69.91630554199219
18.47537594568107,-69.89158630371094
18.505982233063104,-69.90119934082031
18.494261322223153,-69.91767883300781
18.502726504974756,-69.96986389160156
18.533978937560228,-69.94480133056639
18.535606511943122,-69.88883972167969
18.441507304283796,-69.9835968017578
18.43141055157181,-69.98153686523438
18.42717625296958,-69.96231079101562
18.483190836632698,-69.97261047363281
18.56652747862311,-69.94926452636719
18.560669199216157,-69.98222351074219
18.539512627214105,-69.99458312988281
18.529096121414817,-69.90119934082031
18.540489142078716,-69.86549377441406
18.55611262062129,-69.88025665283203
18.552532366385577,-69.90943908691406
18.544720641988363,-69.93003845214844
18.56392382372111,-69.87476348876952
18.543744151313224,-69.85828399658203
18.48774935849421,-70.01861572265625
18.443135757230912,-69.99870300292969
18.436296151142855,-69.9770736694336
18.468211982764345,-69.99629974365234
18.429130557589243,-70.00865936279297
18.433039100190392,-69.96334075927734
18.44281006787626,-69.9283218383789
18.438250352088993,-70.01964569091797
18.47081709480877,-70.01689910888672
18.507935640194766,-70.00591278076172
18.540163637744023,-69.97432708740234
18.52844506872362,-70.0052261352539
18.49816838164206,-70.01415252685547
18.492307759093656,-70.04573822021484
18.451277790416675,-70.05603790283203
18.42359330348393,-70.03543853759766
18.552206885004352,-70.00110626220703
18.590609401908175,-69.95819091796875
18.597768236342965,-69.9173355102539
18.592561841141922,-69.8785400390625
19.476950206488414,-70.68191528320312
19.4303341116379,-70.71487426757812
19.38370463414803,-70.76980590820312
19.36686292808578,-70.63796997070312
19.452348936859018,-70.52810668945312
19.58308121001252,-70.53085327148438
19.59343171743452,-70.67230224609375
19.581787349804383,-70.79864501953125
19.493780502204146,-70.89889526367188
19.36427174188655,-70.88241577148438
19.34094921327487,-70.76568603515625
19.33317429630606,-70.44845581054688
19.506725692826382,-70.37704467773438
19.66198700531465,-70.42098999023438
19.678797982361385,-70.54046630859375
19.668452974374233,-70.75607299804688
19.624479245341437,-70.89752197265625
19.4665922322076,-70.95657348632812
19.321511226817176,-70.92498779296875
19.24632927300332,-70.84396362304688
19.208725366706986,-70.66268920898438
19.668452974374233,-70.89889526367188
19.690435317911682,-70.42648315429688
19.590844152960923,-70.38253784179688
19.518375478601566,-70.41824340820312
19.414792438099557,-70.42098999023438
19.339653419491874,-70.45394897460938
